Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6ce0131a-edd3-1de5-755b-56d384aa6391,1959-03-29,,999-99-1542,S99983573,X26686917X,Mrs.,Annabell933,Zulema784,Hyatt152,,Davis923,D,white,nonhispanic,F,Dunwoody  Georgia  US,149 Mueller Harbor Suite 17,Trenton,Georgia,Dade County,13083,30752,34.94282967270041,-85.57754597629673,12034.70,3259.48,14593
7d3c3c8f-de2a-12cf-8485-eef02b0c4c64,2000-07-03,,999-83-1735,S99936567,X36828916X,Mr.,Andrea7,Lazaro919,Jacobi462,,,,black,nonhispanic,M,Atlanta  Georgia  US,327 Schmeler Pathway Apt 60,Albany,Georgia,Dougherty County,13095,31707,31.574791404179546,-84.16534068680917,3919.20,6877.82,3191
4b10174d-9c43-090f-ebde-e68b0ef22cac,1993-05-14,,999-40-1295,S99920479,X4263387X,Mr.,Sergio619,,Purdy2,,,M,white,nonhispanic,M,Thomasville  Georgia  US,259 Mertz Crossroad,Brookhaven,Georgia,DeKalb County,13089,30319,33.90577959171466,-84.32459311323717,11159.00,0.00,495064
a91c19e3-482f-9e85-6ec5-8c293976d281,1977-12-11,,999-35-7243,S99917188,X30174449X,Ms.,Marilu588,Susana117,Montaño969,,,S,white,hispanic,F,Bayamon  Puerto Rico  PR,967 Daniel Frontage road,Tifton,Georgia,Tift County,13277,31793,31.499381661751503,-83.52105050878254,7287.14,4187.82,3514
3b795e47-b167-6276-6e6d-3bb0316dd51f,2011-07-12,,999-96-1723,,,,Lakenya863,Lewis216,Beahan375,,,,white,hispanic,F,Augusta  Georgia  US,1066 O'Connell Ranch Unit 4,Woodstock,Georgia,Cherokee County,13057,30188,34.262220699860904,-84.50020740385287,8774.52,0.00,144803
8a0a2086-cc2e-2c4b-7296-aff47ef1d31d,1996-06-12,,999-75-3957,S99968913,X48480595X,Ms.,Tai836,Teisha100,Kessler503,,,S,white,nonhispanic,F,Marietta  Georgia  US,223 Buckridge Flat,Atlanta,Georgia,Fulton County,13121,30318,33.76448489215645,-84.46863416408456,4632.52,6677.82,21555
039970e6-1b90-1fcc-b827-37c3ded1f6a9,1959-05-27,,999-81-3562,S99952050,X2310905X,Mr.,Jere230,Blake449,Oberbrunner298,,,M,white,nonhispanic,M,Calhoun  Georgia  US,1098 Gorczany Arcade Suite 21,Abbeville,Georgia,Wilcox County,13315,31001,32.00165313652206,-83.33999155738664,14018.58,1275.60,35586
84b358b0-80f8-cd44-448f-176465c2965e,1992-04-18,,999-80-4797,S99929960,X75856296X,Mrs.,Micheal721,Nakia544,Ernser583,,Schimmel440,M,black,nonhispanic,F,Columbus  Georgia  US,273 Ryan Alley Apt 60,Swainsboro,Georgia,Emanuel County,13107,30401,32.60282464179789,-82.3770237414866,11023.00,0.00,38389
a67e86ff-5e36-0a27-6962-88052ff9e514,2020-01-11,,999-50-5031,,,,Scottie437,,Hermiston71,,,,white,nonhispanic,F,Canton  Georgia  US,221 Hermann Bridge,Augusta,Georgia,Richmond County,,00000,33.49269214839473,-82.01304046842506,6041.24,0.00,85028
f7ae5f0e-5563-3ee1-0018-6300d86c6f21,1961-03-10,,999-62-9796,S99975047,X50654710X,Mrs.,Barb55,,Paucek755,,Doyle959,M,black,nonhispanic,F,Augusta  Georgia  US,1085 Windler Alley Unit 69,Atlanta,Georgia,Fulton County,13121,30312,33.70589266827506,-84.21824663434771,69202.91,26724.70,14528
83065cc1-f566-b959-6097-b8ed3593c687,1968-06-08,,999-45-4141,S99983962,X452697X,Mr.,Justin359,Carmen818,Goodwin327,,,S,asian,nonhispanic,M,Villa Rica  Georgia  US,930 Hegmann Row Apt 20,Atlanta,Georgia,Fulton County,13089,30032,33.745078145885785,-84.59813918454144,11868.30,1115.94,28162
dd0bd862-cd17-15c5-1293-8567e482d2ca,1939-01-17,,999-48-5164,S99988055,X88167661X,Mr.,Bertram873,Burt293,Hoeger474,,,M,white,nonhispanic,M,Martinez  Georgia  US,371 Christiansen Mall,Evans,Georgia,Columbia County,13073,30809,33.59753275098864,-82.13699362777798,17130.10,1393.28,93453
61aa52a2-773b-2294-77d9-c03595135d99,1927-03-12,,999-47-2933,S99963462,X25538065X,Mrs.,Maddie576,Ilana185,Corkery305,,Flatley871,M,white,nonhispanic,F,Martinez  Georgia  US,658 Rempel Track Suite 10,Johns Creek,Georgia,Fulton County,13135,30097,33.99952393941624,-84.17621264751496,18026.83,1808.47,135438
be3d034a-ab56-045b-ba10-c32f778fc5a1,1966-03-31,,999-78-7409,S99981464,X85275911X,Mr.,Raymond398,Leslie90,Baumbach677,,,W,white,hispanic,M,Macon-Bibb County  Georgia  US,627 O'Conner Byway,Atlanta,Georgia,Fulton County,13121,30314,33.83950995622783,-84.31682131693097,13361.56,0.00,120521
9bfb43d8-81b9-5fa6-8a21-c685d9cb4cb3,1963-09-06,,999-36-8599,S99950205,X49909402X,Mr.,Marc757,Dewey930,Schiller186,,,S,white,nonhispanic,M,Augusta  Georgia  US,156 Ernser Mall Apt 75,Valdosta,Georgia,Lowndes County,13185,31606,30.978512172771634,-83.16021855280461,13769.66,0.00,121173
5d71a0ad-8a33-fcfb-1889-8ff78c468179,1980-09-12,,999-92-1583,S99938748,X18426205X,Mr.,Leopoldo762,Horace32,Schmidt332,,,M,black,nonhispanic,M,Peachtree Corners  Georgia  US,1022 Labadie Trailer,Columbus,Georgia,Muscogee County,13215,31909,32.53408690547217,-84.89186290141458,56609.91,74895.38,16428
fd61ca34-05d8-cf06-10e9-fcaf63361251,1930-12-24,,999-51-1353,S99937614,X29120908X,Mrs.,Leonora414,Larhonda769,Casper496,,Cole117,M,white,nonhispanic,F,Macon-Bibb County  Georgia  US,971 Hickle Crossroad Suite 35,Jefferson,Georgia,Jackson County,13157,30549,34.110444203316284,-83.6166168290609,17770.10,1469.62,58945
17d87446-c143-fb3b-3a2c-d3c564917ff1,1998-08-20,,999-13-4325,S99944711,X17592449X,Mr.,Deshawn686,Jesse626,Gerlach374,,,,white,nonhispanic,M,Wilmington Island  Georgia  US,829 Lehner Alley,Panthersville,Georgia,DeKalb County,,00000,33.67408239510763,-84.31050131996359,11053.68,0.00,53503
96f94b99-1ab9-0bc5-7f7f-b13238306eab,2020-07-29,,999-96-4163,,,,Casey401,Ileana390,Zboncak558,,,,white,nonhispanic,F,Mount Airy  Georgia  US,936 Ullrich Ramp Suite 92,Candler-McAfee,Georgia,DeKalb County,,00000,33.690874935548166,-84.28758812065767,5240.58,0.00,96516
e7aa9ae7-6f08-0571-5273-fb37d890c1a0,2023-04-03,,999-20-8863,,,,Eli762,Cedric746,Wolff180,,,,black,nonhispanic,M,Bainbridge  Georgia  US,570 Aufderhar Frontage road Unit 64,Rome,Georgia,Floyd County,13115,30165,34.21185103785037,-85.26769880714217,4349.94,0.00,44548
be83cc1d-9f5a-bc5b-fa06-72f72237606a,1954-10-30,,999-39-9831,S99941218,X32650725X,Mrs.,Flavia315,Mardell937,Stokes453,,Wintheiser220,D,white,nonhispanic,F,Cedartown  Georgia  US,103 Swift Annex Apt 74,Buford,Georgia,Gwinnett County,13139,30542,34.1462753679119,-84.01226957344534,12293.82,4011.66,15290
b9bcc9f7-cdc2-09f3-ed0b-79a07fbf564c,2002-10-07,,999-68-5568,S99962877,X64186036X,Ms.,Elisa944,Teresa94,Villareal516,,,,white,hispanic,F,Ponce  Puerto Rico  PR,843 Muller Brook Suite 57,Wilmington Island,Georgia,Chatham County,,00000,32.01518515252332,-81.01153051310074,10820.08,0.00,78324
39f91437-c08e-66e3-a8ae-05ea2f9a2589,1950-10-12,,999-30-3498,S99963779,X40776915X,Mrs.,Voncile324,Estelle478,Schimmel440,,Hickle134,M,white,nonhispanic,F,Woodstock  Georgia  US,968 Abbott Quay Apt 66,Cartersville,Georgia,Bartow County,13015,30120,34.19212977732142,-84.89101954212228,15514.37,1137.75,52519
b03f0f8b-5638-acad-aff8-f51a7e49628a,2016-12-07,,999-48-4311,,,,Jospeh459,Gerald181,Sauer652,,,,black,nonhispanic,M,Greensboro  Georgia  US,382 Hartmann Flat,Cordele,Georgia,Crisp County,13081,31015,31.982898806387883,-83.80495023041826,800.00,6011.22,13691
0203d74b-f4a9-c30e-3b43-e6e2bef64399,2018-03-15,,999-45-2439,,,,Larue605,Kasandra729,Nolan344,,,,white,nonhispanic,F,Lithia Springs  Georgia  US,770 Pagac Station,Valdosta,Georgia,Lowndes County,13185,31698,30.72575762816582,-83.31360867591171,700.00,5854.56,915
b3be9613-f7a7-743b-0e96-5099f5133002,1970-12-23,,999-46-6580,S99974391,X30506300X,Mr.,Wm806,,Swift555,,,M,white,nonhispanic,M,Savannah  Georgia  US,558 Balistreri Approach,Rome,Georgia,Floyd County,13115,30161,34.32455668910068,-85.22528994185964,10515.02,2091.90,24667
abea8c95-b1c4-ae69-e399-02a0cfbe58d9,1964-04-13,,999-65-3521,S99947136,X51263739X,Mr.,Howard613,Numbers230,Hettinger594,,,S,black,nonhispanic,M,Savannah  Georgia  US,134 Gutkowski Manor,Flowery Branch,Georgia,Hall County,13135,30519,34.19845889583835,-83.93895866076384,13874.88,0.00,96579
ceee6486-1b7e-4aad-c570-d822a1f70be2,1955-04-30,,999-75-5741,S99919715,X80470049X,Mrs.,Christiane220,Katheryn92,Barrows492,,Carroll471,M,white,nonhispanic,F,Millen  Georgia  US,848 Barrows Estate,Marietta,Georgia,Cobb County,13067,30060,33.834171934762615,-84.47384146595914,12060.82,3988.00,13750
3359b4d7-4d19-7ebc-7716-9cbf1648cbd9,1995-05-03,,999-49-5028,S99918557,X54733967X,Mrs.,Celine582,Yolando662,Predovic534,,Gislason620,M,white,nonhispanic,F,LaGrange  Georgia  US,455 Lakin Wynd,Nashville,Georgia,Berrien County,13019,31639,31.265456451212287,-83.14462776128384,8834.40,2475.94,32447
80b1f057-02ac-2500-9adc-69421500ae1b,1980-12-31,,999-56-5339,S99968376,X78967224X,Mr.,Clarence5,Luciano237,Klein929,,,M,white,nonhispanic,M,Atlanta  Georgia  US,428 Gottlieb Common Unit 23,North Decatur,Georgia,DeKalb County,,00000,33.764469573228155,-84.32399114954903,11490.30,0.00,166748
6f27a813-b204-2e89-9892-4c72cf29b65e,1978-10-30,,999-66-3864,S99912825,X12645770X,Ms.,Luz785,Lorriane838,Konopelski743,,,S,white,nonhispanic,F,Columbus  Georgia  US,586 Howe Mall,Bainbridge,Georgia,Decatur County,13087,39819,30.88236501685725,-84.60840510439586,8567.06,3043.90,23419
e9337c7f-a5dc-ed31-a514-5fe171fcbe34,2006-04-11,,999-66-9079,S99945483,,Mr.,Beau391,,Balistreri607,,,,black,nonhispanic,M,Warner Robins  Georgia  US,138 Reichert Route Apt 5,Georgetown,Georgia,Chatham County,13239,39854,31.910014457815443,-85.0382098130364,10283.70,0.00,65731
97987792-04ae-73d2-4a31-bebd091127f0,2009-04-02,,999-31-2747,S99982493,,,Tiera511,Laverne101,Hudson301,,,,white,nonhispanic,F,Robins AFB  Georgia  US,882 Howe Throughway,Unionville,Georgia,Tift County,,00000,31.390635035015524,-83.53868581249023,9785.72,0.00,49564
8a53a607-9d64-342f-b24c-d9234e2df479,1976-09-13,,999-23-6063,S99933164,X77704779X,Mr.,Marcelo725,,Wyman904,,,S,black,nonhispanic,M,Moody AFB  Georgia  US,234 Kemmer Highlands Apt 52,Columbus,Georgia,Muscogee County,13215,31909,32.56307520841034,-84.93978363890228,11459.62,0.00,64482
6264b4ce-f3c5-0674-587f-987739da4311,1973-06-13,,999-23-6282,S99954488,X8408928X,Mr.,Antoine384,,Hodkiewicz467,,,M,white,nonhispanic,M,Turin  Piedmont  IT,296 Funk Spur Apt 40,Union Point,Georgia,Greene County,13133,30669,33.673205094373806,-83.04763355523046,8465.12,3507.82,16036
824cc694-c488-7975-908a-8d24c8474794,2022-03-06,,999-13-8582,,,,Kaycee352,Ching589,Blick895,,,,white,nonhispanic,F,Augusta  Georgia  US,710 Wuckert Station Apt 86,Georgetown,Georgia,Chatham County,13239,39854,31.898897546177285,-85.01570978423187,4863.26,0.00,94610
643a7774-f9cc-e2b1-64b9-bdc544da571f,1994-06-23,,999-37-6379,S99930582,X23654199X,Mr.,Malcom15,Dannie881,Stark857,,,M,other,nonhispanic,M,Al-Mubarraz  Eastern Province  SA,642 Hilll Meadow Apt 97,Vienna,Georgia,Dooly County,13093,31092,32.14031776134302,-83.79412183263787,10925.40,0.00,37609
2ac1909e-0870-4a42-f3e5-35b7af068da3,1954-04-26,,999-50-4040,S99928100,X2526959X,Mr.,Kendrick479,Daren950,Dach178,,,W,black,nonhispanic,M,Atlanta  Georgia  US,921 Morissette Rapid,Milton,Georgia,Fulton County,13121,30004,34.11768313948287,-84.30928341454312,15425.57,879.91,113373
52c5c7ff-b37d-e1ac-3c82-5cfc59f624ca,2007-08-15,,999-72-2287,S99981509,,,Virginia437,Ana972,Collazo246,,,,black,nonhispanic,F,Gaudalajara  Jalisco  MX,121 Barton Ranch Apt 41,Dalton,Georgia,Whitfield County,13313,30720,34.82298059218967,-84.87328386540955,10435.04,0.00,57217
6bc277a6-426a-f473-a01a-4dcdea0fa048,1996-07-26,,999-79-8810,S99945500,X19066229X,Mr.,Dannie881,Josef103,Blanda868,,,M,white,nonhispanic,M,Warner Robins  Georgia  US,135 White Knoll Apt 7,Buford,Georgia,Gwinnett County,13139,30542,34.168396035872654,-84.00104361841174,10812.46,0.00,66242
6927942f-6ec6-92e0-62c4-8482dd12a137,1996-03-30,,999-97-5116,S99991359,X68482189X,Mr.,Neil122,Jim478,Lindgren255,,,M,black,nonhispanic,M,Woodstock  Georgia  US,117 Turcotte Walk,Johns Creek,Georgia,Fulton County,13121,30005,34.03542372737231,-84.35497582453749,10311.69,500.77,881263
b3665c30-52c9-3cba-f2d6-4b2d85e19f2f,2025-01-15,,999-72-6354,,,,Wanita14,Dorris197,Reynolds644,,,,white,nonhispanic,F,Holly Springs  Georgia  US,295 Jones Trace,Evans,Georgia,Columbia County,13073,30809,33.52781608723717,-82.14322850712956,513.32,0.00,703525
870bee92-a861-e0e7-abaf-d9af9d9c982e,1970-08-23,,999-67-9761,S99911911,X53897597X,Mr.,Issac619,Maynard46,Murray856,,,M,black,nonhispanic,M,Sugar Hill  Georgia  US,749 Ruecker Wynd Apt 83,Atlanta,Georgia,Fulton County,13121,30327,33.792816196260716,-84.37230056055859,9235.10,3371.82,22864
6b54bc58-b941-a045-908b-ec855f12e746,1947-09-14,,999-79-8834,S99972031,X71852841X,Mr.,Benito209,Hipolito984,Satterfield305,,,M,white,nonhispanic,M,Evans  Georgia  US,292 Kuhn Mall,Marietta,Georgia,Cobb County,13067,30066,33.983411095577914,-84.41877763196727,16077.37,1208.73,120672
6818d894-3954-30cd-38ae-31595009a39a,2008-09-07,,999-97-7435,S99965259,,,Tran115,,Crooks415,,,,black,nonhispanic,F,Snellville  Georgia  US,1024 Leffler Lane Suite 95,Duluth,Georgia,Gwinnett County,13135,30024,33.99652688317056,-84.15160532959666,10178.38,0.00,44685
13470e59-fdf6-fac3-a4a8-ddd1b9ca566f,1988-03-06,,999-26-6234,S99942112,X73009030X,Mr.,Perry780,,Collier206,,,M,white,nonhispanic,M,Atlanta  Georgia  US,374 Price Quay Suite 12,Cadwell,Georgia,Laurens County,13175,31009,32.24073693553412,-83.00430987226838,10327.66,0.00,46736
e5ca05b1-e48f-a74e-5b3a-018b1f3b59ab,1940-02-21,,999-41-2479,S99976953,X32950685X,Ms.,Daphne852,Keira502,Swift555,,,S,white,nonhispanic,F,Atlanta  Georgia  US,608 Sanford Stravenue,Milton,Georgia,Fulton County,13121,30004,34.101035220787644,-84.28427364157999,17033.10,1369.62,940583
c4128847-6025-6a81-918b-b8def78cd184,1964-04-20,,999-68-2526,S99993386,X57699729X,Mr.,Elden718,Davis923,Boyer713,,,D,white,nonhispanic,M,Atlanta  Georgia  US,738 Christiansen Gateway,McRae-Helena,Georgia,Telfair County,,00000,32.02566511341046,-82.88166993110762,12758.94,1115.94,26237
1d941011-24e6-7918-7ecf-de64d23be427,1998-03-17,,999-54-8475,S99914907,X80519300X,Mr.,Nestor901,Troy560,Haley279,,,,black,nonhispanic,M,Sandy Springs  Georgia  US,205 Fadel Trailer,Folkston,Georgia,Charlton County,13049,31537,30.873750745377087,-81.9589950898614,4275.86,6777.82,15554
dd2e991e-e4b0-e777-2206-11b567c46d32,2018-08-26,,999-34-1086,,,,Antoinette709,,Krajcik437,,,,white,nonhispanic,F,Atlanta  Georgia  US,515 Block Alley Suite 51,Columbus,Georgia,Muscogee County,13215,31904,32.63237888021029,-85.00554915758065,6297.90,0.00,86351
f466fa54-0c93-b443-355a-5944e827d945,1957-06-03,,999-74-5478,S99992384,X6700765X,Mr.,Luciano237,Stanley702,Zboncak558,,,M,white,nonhispanic,M,Augusta  Georgia  US,381 Heller Gate,Atlanta,Georgia,Fulton County,13121,30342,33.66817080869539,-84.43089480026242,15079.58,342.98,167098
2e608d7c-afc9-b244-ffe2-34881be0dab7,1962-10-10,,999-12-9765,S99958922,X71287426X,Mrs.,Erin498,Leandra549,Labadie908,,Kuhic920,M,white,nonhispanic,F,Atlanta  Georgia  US,717 Sanford Ranch,Macon-Bibb County,Georgia,Bibb County,13021,31201,32.833113114185714,-83.60182022492685,13272.26,1115.94,28527
1569a811-815a-fd85-7581-d79fb8877583,2003-10-27,,999-38-2833,S99925938,X26357122X,Mr.,Lonnie913,Minh326,Orn563,,,,white,nonhispanic,M,Locust Grove  Georgia  US,744 Kuphal Lane,Marietta,Georgia,Cobb County,13067,30064,33.99995009722037,-84.46867648683441,10404.36,0.00,597930
68f17afb-1b9e-c5af-bca8-a543076ea709,2011-11-05,,999-72-6809,,,,Dana512,Max124,Abbott774,,,,white,nonhispanic,M,Sandy Springs  Georgia  US,974 Grimes Tunnel Suite 29,Thomson,Georgia,McDuffie County,13189,30824,33.47787704380389,-82.52044465152771,1400.00,7872.40,18354
ede0e17c-eb55-ce19-a854-284afca9c70d,1987-11-05,,999-12-6675,S99971274,X3681648X,Mrs.,Mikki421,Micaela928,Sawayn19,,Zboncak558,M,white,nonhispanic,F,Athens  Georgia  US,1076 Kutch Frontage road,Macon-Bibb County,Georgia,Bibb County,13021,31201,32.76585393276065,-83.6440654640413,8380.38,2203.94,30610
15b6048c-ad21-857c-a6f4-208c06f2d059,1966-01-28,,999-36-7303,S99985689,X70306844X,Mrs.,Kala987,Norine97,Grady603,,Stehr398,M,white,hispanic,F,Athens  Georgia  US,824 Tromp Esplanade Apt 77,Sandy Springs,Georgia,Fulton County,13121,30350,33.98685641047923,-84.30989531058157,13618.22,0.00,959240
e53ce639-c971-7526-763b-e26fa12f8cea,2014-11-18,,999-20-1938,,,,Windy313,,Bergstrom287,,,,black,nonhispanic,F,Newnan  Georgia  US,1067 Rodriguez Village,Chamblee,Georgia,DeKalb County,13089,30319,33.82795485228717,-84.29073556437993,7324.54,0.00,47567
51c6dc48-fd36-4671-1552-a0af0ef23f78,2007-07-20,,999-28-6796,S99930884,,,Jesse626,Nathaniel596,Renner328,,,,black,nonhispanic,M,Atlanta  Georgia  US,716 Rohan Course Suite 99,Chamblee,Georgia,DeKalb County,13089,30319,33.83662568724905,-84.32436308245475,10299.04,0.00,72535
3cd304eb-c76c-01c7-e876-833f539cac59,2001-07-22,,999-89-3764,S99953166,X2242675X,Mr.,Sebastian508,Laverne101,Marks830,,,,black,nonhispanic,M,Warner Robins  Georgia  US,101 Murphy Way,Augusta,Georgia,Richmond County,,00000,33.41003314863226,-81.9993779673749,3869.20,6927.82,15384
80e6ca51-bde9-05bf-df18-f5816cee6654,1952-08-22,,999-58-3900,S99930951,X629544X,Mrs.,Jeanice469,Ying817,Blick895,,Gleichner915,M,white,nonhispanic,F,Macon-Bibb County  Georgia  US,1011 Mitchell Mall Apt 99,Columbus,Georgia,Muscogee County,13215,31907,32.61208379535325,-84.71295072703565,15723.64,1095.16,570689
8709bb8a-d765-888e-b7e0-bf8a31d168b5,1968-02-09,,999-59-7966,S99917010,X17525909X,Mrs.,Annie941,,Greenholt190,,Kshlerin58,D,white,nonhispanic,F,Monroe  Georgia  US,870 Hirthe Walk Unit 60,Mableton,Georgia,Cobb County,13067,30126,33.86406303198905,-84.51918219257225,11149.00,2091.90,24085
75d1081d-6e8f-dd61-204d-7baf054f6d51,1994-07-07,,999-88-5288,S99998093,X76545528X,Mr.,Pat3,Alberto639,Dicki44,,,M,white,nonhispanic,M,Atlanta  Georgia  US,896 McClure Overpass Unit 86,Smyrna,Georgia,Cobb County,13067,30060,33.88368022382931,-84.51202491912166,11174.34,0.00,61624
fb672ce6-1f4f-0312-757c-8c1e66be66a0,1997-01-01,,999-99-3945,S99981621,X44249614X,Mrs.,Ozie87,Tori754,Grady603,,Bogan287,M,white,nonhispanic,F,Augusta  Georgia  US,110 Gerhold Route Unit 73,Stone Mountain,Georgia,DeKalb County,13089,30083,33.7717358019632,-84.23686448067872,11310.34,0.00,68842
57994e8e-f392-2544-be0f-4d6f8936454b,2001-06-21,,999-89-1113,S99939511,X29043775X,Ms.,Lavette209,Alissa315,Schmidt332,,,,black,nonhispanic,F,Avondale Estates  Georgia  US,319 Schmitt Plaza,Columbus,Georgia,Muscogee County,13263,31801,32.487162145527066,-84.59636715287012,10797.02,0.00,139880
0341cd69-d70c-b747-d5d9-74ce285c5883,2006-11-23,,999-15-9803,S99991957,,Ms.,Rhiannon677,Aurea194,Hagenes547,,,,black,nonhispanic,F,Tifton  Georgia  US,209 Kunde Club,Donalsonville,Georgia,Seminole County,13253,39845,30.998547052971038,-84.88844195802788,1900.00,8519.70,23010
b7844421-4ba6-39e7-1b06-05809876547b,1985-06-30,,999-65-1049,S99920692,X57989957X,Mrs.,Louise871,Kenyetta225,Rau926,,King743,M,white,nonhispanic,F,Sugar Hill  Georgia  US,917 Crooks Fork Apt 2,Rossville,Georgia,Walker County,13295,30741,34.98938349613795,-85.28784280741282,37116.12,178415.56,16977
9e0671eb-997c-4579-680a-74cc79875e8f,2011-04-09,,999-91-3366,,,,Ramón841,,Tapia475,,,,white,hispanic,M,San Juan  Puerto Rico  PR,481 Kuhlman Brook,Kennesaw,Georgia,Cobb County,13067,30152,34.04493714402022,-84.75685054614017,9023.46,0.00,122847
5cde9e05-71eb-6e11-caac-3c6c1462fc64,1955-10-08,,999-28-6216,S99983595,X62718037X,Ms.,Ryann170,,Hayes766,,,S,white,hispanic,F,Hapeville  Georgia  US,260 Gulgowski Gate Suite 89,Cedartown,Georgia,Polk County,13233,30125,33.975526827845684,-85.3172352094825,15160.64,888.18,76258
40c9ce03-c4d5-cb8b-3896-e60b7df798a1,1990-09-10,,999-76-9452,S99913165,X81381049X,Mrs.,Carolina179,Isabela97,Cornejo190,,Casas271,M,black,hispanic,F,Ponce  Puerto Rico  PR,584 Rutherford Key Suite 80,Atlanta,Georgia,Fulton County,13121,30312,33.77089107287124,-84.4136010042118,10599.66,0.00,66839
